number,ticker,cap,name,industry,sector
786,CLOV,1.75B,"Clover Health Investments, Corp.",Healthcare Plans,Healthcare
787,SASR,1.75B,"Sandy Spring Bancorp, Inc.",Banks - Regional,Financials
788,EVO,1.73B,Evotec SE,Drug Manufacturers - Specialty & Generic,Healthcare
789,UCTT,1.73B,"Ultra Clean Holdings, Inc.",Semiconductor Equipment & Materials,Technology
790,ARVN,1.73B,"Arvinas, Inc.",Biotechnology,Healthcare
791,RXRX,1.72B,"Recursion Pharmaceuticals, Inc.",Biotechnology,Healthcare
792,AAOI,1.71B,"Applied Optoelectronics, Inc.",Communication Equipment,Technology
793,SONO,1.70B,"Sonos, Inc.",Consumer Electronics,Technology
794,VBTX,1.70B,"Veritex Holdings, Inc.",Banks - Regional,Financials
795,HOPE,1.69B,"Hope Bancorp, Inc.",Banks - Regional,Financials
796,STBA,1.69B,"S&T Bancorp, Inc.",Banks - Regional,Financials
797,NAVI,1.67B,Navient Corporation,Credit Services,Financials
798,VRDN,1.67B,"Viridian Therapeutics, Inc.",Biotechnology,Healthcare
799,ANDE,1.66B,"The Andersons, Inc.",Food Distribution,Consumer Staples
800,INMD,1.65B,InMode Ltd.,Medical Devices,Healthcare
801,DVAX,1.64B,Dynavax Technologies Corporation,Drug Manufacturers - Specialty & Generic,Healthcare
802,IMCR,1.64B,Immunocore Holdings plc,Biotechnology,Healthcare
803,HELE,1.64B,Helen of Troy Limited,Household & Personal Products,Consumer Staples
804,TCBK,1.64B,TriCo Bancshares,Banks - Regional,Financials
805,ROOT,1.64B,"Root, Inc.",Insurance - Property & Casualty,Financials
806,SYRE,1.63B,"Spyre Therapeutics, Inc.",Biotechnology,Healthcare
807,PZZA,1.63B,"Papa John's International, Inc.",Restaurants,Consumer Discretionary
808,OPEN,1.63B,Opendoor Technologies Inc.,Real Estate Services,Real Estate
809,SDGR,1.62B,"Schrödinger, Inc.",Health Information Services,Healthcare
810,SRCE,1.62B,1st Source Corporation,Banks - Regional,Financials
811,XMTR,1.62B,"Xometry, Inc.",Specialty Industrial Machinery,Industrials
812,PLAB,1.61B,"Photronics, Inc.",Semiconductor Equipment & Materials,Technology
813,KC,1.60B,Kingsoft Cloud Holdings Limited,Software - Application,Technology
814,SGML,1.59B,Sigma Lithium Corporation,Other Industrial Metals & Mining,Materials
815,DMLP,1.59B,"Dorchester Minerals, L.P.",Oil & Gas Exploration & Production,Energy
816,VECO,1.59B,Veeco Instruments Inc.,Semiconductor Equipment & Materials,Technology
817,DCOM,1.59B,"Dime Community Bancshares, Inc.",Banks - Regional,Financials
818,TVTX,1.58B,"Travere Therapeutics, Inc.",Biotechnology,Healthcare
819,MCRI,1.58B,"Monarch Casino & Resort, Inc.",Resorts & Casinos,Consumer Discretionary
820,GDYN,1.58B,"Grid Dynamics Holdings, Inc.",Information Technology Services,Technology
821,KNSA,1.57B,"Kiniksa Pharmaceuticals International, plc",Drug Manufacturers - Specialty & Generic,Healthcare
822,NTCT,1.57B,"NetScout Systems, Inc.",Software - Infrastructure,Technology
823,QCRH,1.57B,"QCR Holdings, Inc.",Banks - Regional,Financials
824,INFN,1.57B,Infinera Corporation,Communication Equipment,Technology
825,BUSE,1.57B,First Busey Corporation,Banks - Regional,Financials
826,AMWD,1.56B,American Woodmark Corporation,"Furnishings, Fixtures & Appliances",Consumer Discretionary
827,NMRA,1.56B,"Neumora Therapeutics, Inc.",Biotechnology,Healthcare
828,MTTR,1.56B,"Matterport, Inc.",Software - Application,Technology
829,WABC,1.55B,Westamerica Bancorporation,Banks - Regional,Financials
830,TILE,1.55B,"Interface, Inc.",Building Products & Equipment,Industrials
831,WBTN,1.55B,WEBTOON Entertainment Inc.,Software - Application,Technology
832,NRIX,1.55B,"Nurix Therapeutics, Inc.",Biotechnology,Healthcare
833,VRNT,1.54B,Verint Systems Inc.,Software - Infrastructure,Technology
834,CSGS,1.54B,"CSG Systems International, Inc.",Software - Infrastructure,Technology
835,SPNS,1.54B,Sapiens International Corporation N.V.,Software - Application,Technology
836,AFYA,1.52B,Afya Limited,Education & Training Services,Consumer Staples
837,KRNT,1.52B,Kornit Digital Ltd.,Specialty Industrial Machinery,Industrials
838,RBCAA,1.51B,"Republic Bancorp, Inc.",Banks - Regional,Financials
839,NTLA,1.51B,"Intellia Therapeutics, Inc.",Biotechnology,Healthcare
840,BCRX,1.51B,"BioCryst Pharmaceuticals, Inc.",Biotechnology,Healthcare
841,ARHS,1.50B,"Arhaus, Inc.",Home Improvement Retail,Consumer Discretionary
842,HROW,1.50B,"Harrow, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare
843,NVAX,1.49B,"Novavax, Inc.",Biotechnology,Healthcare
844,ALGT,1.49B,Allegiant Travel Company,Airlines,Industrials
845,WINA,1.49B,Winmark Corporation,Specialty Retail,Consumer Discretionary
846,DCBO,1.48B,Docebo Inc.,Software - Application,Technology
847,UNIT,1.47B,Uniti Group Inc.,REIT - Specialty,Real Estate
848,LILA,1.47B,Liberty Latin America Ltd.,Telecom Services,Communication Services
849,NSSC,1.47B,"Napco Security Technologies, Inc.",Security & Protection Services,Industrials
850,LILAK,1.46B,Liberty Latin America Ltd.,Telecom Services,Communication Services
851,SABR,1.45B,Sabre Corporation,Software - Infrastructure,Technology
852,HLIT,1.44B,Harmonic Inc.,Communication Equipment,Technology
853,NVEE,1.44B,"NV5 Global, Inc.",Engineering & Construction,Industrials
854,ATSG,1.43B,"Air Transport Services Group, Inc.",Airlines,Industrials
855,IMKTA,1.43B,"Ingles Markets, Incorporated",Grocery Stores,Consumer Staples
856,MYGN,1.43B,"Myriad Genetics, Inc.",Diagnostics & Research,Healthcare
857,OCUL,1.43B,"Ocular Therapeutix, Inc.",Biotechnology,Healthcare
858,SNDX,1.43B,"Syndax Pharmaceuticals, Inc.",Biotechnology,Healthcare
859,PLAY,1.43B,"Dave & Buster's Entertainment, Inc.",Entertainment,Communication Services
860,VITL,1.41B,"Vital Farms, Inc.",Farm Products,Consumer Staples
861,STAA,1.41B,STAAR Surgical Company,Medical Instruments & Supplies,Healthcare
862,HTZ,1.40B,"Hertz Global Holdings, Inc.",Rental & Leasing Services,Industrials
863,BMBL,1.40B,Bumble Inc.,Software - Application,Technology
864,OLPX,1.40B,"Olaplex Holdings, Inc.",Specialty Retail,Consumer Discretionary
865,PRAX,1.39B,"Praxis Precision Medicines, Inc.",Biotechnology,Healthcare
866,FOXF,1.39B,Fox Factory Holding Corp.,Auto Parts,Consumer Discretionary
867,WLFC,1.39B,Willis Lease Finance Corporation,Rental & Leasing Services,Industrials
868,MRTN,1.39B,"Marten Transport, Ltd.",Trucking,Industrials
869,BLBD,1.39B,Blue Bird Corporation,Farm & Heavy Construction Machinery,Industrials
870,CMPO,1.38B,"CompoSecure, Inc.",Metal Fabrication,Industrials
871,AMPL,1.38B,"Amplitude, Inc.",Software - Application,Technology
872,BCYC,1.38B,Bicycle Therapeutics plc,Biotechnology,Healthcare
873,LZ,1.37B,"LegalZoom.com, Inc.",Specialty Business Services,Industrials
874,AMSC,1.37B,American Superconductor Corporation,Specialty Industrial Machinery,Industrials
875,ATEC,1.36B,"Alphatec Holdings, Inc.",Medical Devices,Healthcare
876,GIII,1.36B,"G-III Apparel Group, Ltd.",Apparel Manufacturing,Consumer Discretionary
877,INDV,1.36B,Indivior PLC,Drug Manufacturers - Specialty & Generic,Healthcare
878,THRM,1.36B,Gentherm Incorporated,Auto Parts,Consumer Discretionary
879,GABC,1.36B,"German American Bancorp, Inc.",Banks - Regional,Financials
880,ULH,1.35B,"Universal Logistics Holdings, Inc.",Trucking,Industrials
881,DAWN,1.35B,"Day One Biopharmaceuticals, Inc.",Biotechnology,Healthcare
882,TASK,1.35B,"TaskUs, Inc.",Information Technology Services,Technology
883,PGNY,1.34B,"Progyny, Inc.",Health Information Services,Healthcare
884,MXL,1.34B,"MaxLinear, Inc.",Semiconductors,Technology
885,ADEA,1.34B,Adeia Inc.,Software - Application,Technology
886,MRVI,1.34B,"Maravai LifeSciences Holdings, Inc.",Biotechnology,Healthcare
887,MDXG,1.34B,"MiMedx Group, Inc.",Biotechnology,Healthcare
888,KALU,1.34B,Kaiser Aluminum Corporation,Aluminum,Materials
889,FORTY,1.33B,Formula Systems (1985) Ltd.,Information Technology Services,Technology
890,SPRY,1.33B,"ARS Pharmaceuticals, Inc.",Biotechnology,Healthcare
891,AHCO,1.33B,AdaptHealth Corp.,Medical Devices,Healthcare
892,OCSL,1.32B,Oaktree Specialty Lending Corporation,Asset Management,Financials
893,CRAI,1.32B,"CRA International, Inc.",Consulting Services,Industrials
894,MFIC,1.32B,MidCap Financial Investment Corporation,Asset Management,Financials
895,INOD,1.32B,Innodata Inc.,Information Technology Services,Technology
896,ULCC,1.30B,"Frontier Group Holdings, Inc.",Airlines,Industrials
897,CDNA,1.29B,"CareDx, Inc",Diagnostics & Research,Healthcare
898,XPEL,1.29B,"XPEL, Inc.",Auto Parts,Consumer Discretionary
899,RCKT,1.29B,"Rocket Pharmaceuticals, Inc.",Biotechnology,Healthcare
900,PHVS,1.28B,Pharvaris N.V.,Biotechnology,Healthcare
901,PFBC,1.28B,Preferred Bank,Banks - Regional,Financials
902,TLRY,1.28B,"Tilray Brands, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare
903,ESTA,1.28B,Establishment Labs Holdings Inc.,Medical Devices,Healthcare
904,SAFT,1.27B,"Safety Insurance Group, Inc.",Insurance - Property & Casualty,Financials
905,KARO,1.27B,Karooooo Ltd.,Software - Application,Technology
906,NMFC,1.27B,New Mountain Finance Corporation,Asset Management,Financials
907,KRUS,1.27B,"Kura Sushi USA, Inc.",Restaurants,Consumer Discretionary
908,QNST,1.27B,"QuinStreet, Inc.",Advertising Agencies,Communication Services
909,COHU,1.26B,"Cohu, Inc.",Semiconductor Equipment & Materials,Technology
910,ARQT,1.26B,"Arcutis Biotherapeutics, Inc.",Biotechnology,Healthcare
911,ACDC,1.26B,ProFrac Holding Corp.,Oil & Gas Equipment & Services,Energy
912,PEBO,1.25B,Peoples Bancorp Inc.,Banks - Regional,Financials
913,AUPH,1.25B,Aurinia Pharmaceuticals Inc.,Biotechnology,Healthcare
914,VSAT,1.25B,"Viasat, Inc.",Communication Equipment,Technology
915,MESO,1.24B,Mesoblast Limited,Biotechnology,Healthcare
916,SCSC,1.24B,"ScanSource, Inc.",Electronics & Computer Distribution,Technology
917,OCFC,1.24B,OceanFirst Financial Corp.,Banks - Regional,Financials
918,ARDX,1.24B,"Ardelyx, Inc.",Biotechnology,Healthcare
919,BLFS,1.24B,"BioLife Solutions, Inc.",Medical Instruments & Supplies,Healthcare
920,DGII,1.23B,Digi International Inc.,Communication Equipment,Technology
921,ELVN,1.22B,"Enliven Therapeutics, Inc.",Biotechnology,Healthcare
922,PDFS,1.21B,"PDF Solutions, Inc.",Software - Application,Technology
923,MSEX,1.21B,Middlesex Water Company,Utilities - Regulated Water,Utilities
924,BELFA,1.20B,Bel Fuse Inc.,Electronic Components,Technology
925,PLYA,1.20B,Playa Hotels & Resorts N.V.,Resorts & Casinos,Consumer Discretionary
926,BLMN,1.20B,"Bloomin' Brands, Inc.",Restaurants,Consumer Discretionary
927,INVA,1.20B,"Innoviva, Inc.",Biotechnology,Healthcare
928,SBGI,1.20B,"Sinclair, Inc.",Broadcasting,Communication Services
929,SSRM,1.20B,SSR Mining Inc.,Gold,Materials
930,RDFN,1.19B,Redfin Corporation,Real Estate Services,Real Estate
931,UDMY,1.18B,"Udemy, Inc.",Education & Training Services,Consumer Staples
932,AOSL,1.17B,Alpha and Omega Semiconductor Limited,Semiconductors,Technology
933,TBLA,1.17B,Taboola.com Ltd.,Internet Content & Information,Communication Services
934,ECPG,1.16B,"Encore Capital Group, Inc.",Mortgage Finance,Financials
935,WOOF,1.16B,"Petco Health and Wellness Company, Inc.",Specialty Retail,Consumer Discretionary
936,DSP,1.16B,Viant Technology Inc.,Software - Application,Technology
937,ICHR,1.16B,"Ichor Holdings, Ltd.",Semiconductor Equipment & Materials,Technology
938,ASTL,1.16B,Algoma Steel Group Inc.,Steel,Materials
939,LMB,1.16B,"Limbach Holdings, Inc.",Building Products & Equipment,Industrials
940,ACMR,1.15B,"ACM Research, Inc.",Semiconductor Equipment & Materials,Technology
941,ADV,1.15B,Advantage Solutions Inc.,Advertising Agencies,Communication Services
942,CECO,1.15B,CECO Environmental Corp.,Pollution & Treatment Controls,Industrials
943,CBRL,1.15B,"Cracker Barrel Old Country Store, Inc.",Restaurants,Consumer Discretionary
944,IGIC,1.15B,International General Insurance Holdings Ltd.,Insurance - Diversified,Financials
945,CMCO,1.15B,Columbus McKinnon Corporation,Farm & Heavy Construction Machinery,Industrials
946,ANIP,1.14B,"ANI Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare
947,DXPE,1.14B,"DXP Enterprises, Inc.",Industrial Distribution,Industrials
948,MOMO,1.14B,Hello Group Inc.,Internet Content & Information,Communication Services
949,XRX,1.14B,Xerox Holdings Corporation,Information Technology Services,Technology
950,BRKL,1.13B,"Brookline Bancorp, Inc.",Banks - Regional,Financials
951,FWRG,1.13B,"First Watch Restaurant Group, Inc.",Restaurants,Consumer Discretionary
952,BBSI,1.13B,"Barrett Business Services, Inc.",Staffing & Employment Services,Industrials
953,AMAL,1.13B,Amalgamated Financial Corp.,Banks - Regional,Financials
954,CRCT,1.12B,"Cricut, Inc.",Computer Hardware,Technology
955,VMEO,1.12B,"Vimeo, Inc.",Software - Application,Technology
956,APLT,1.12B,"Applied Therapeutics, Inc.",Biotechnology,Healthcare
957,AMSF,1.12B,"AMERISAFE, Inc.",Insurance - Specialty,Financials
958,CSWC,1.11B,Capital Southwest Corporation,Asset Management,Financials
959,PLSE,1.11B,"Pulse Biosciences, Inc.",Medical Instruments & Supplies,Healthcare
960,OPK,1.11B,"OPKO Health, Inc.",Diagnostics & Research,Healthcare
961,AVAH,1.11B,Aveanna Healthcare Holdings Inc.,Medical Care Facilities,Healthcare
962,HDL,1.10B,Super Hi International Holding Ltd.,Restaurants,Consumer Discretionary
963,COMM,1.10B,"CommScope Holding Company, Inc.",Communication Equipment,Technology
964,CCEC,1.10B,Capital Clean Energy Carriers Corp.,Marine Shipping,Industrials
965,CNOB,1.10B,"ConnectOne Bancorp, Inc.",Banks - Regional,Financials
966,TRS,1.10B,TriMas Corporation,Packaging & Containers,Consumer Discretionary
967,INDI,1.09B,"indie Semiconductor, Inc.",Semiconductor Equipment & Materials,Technology
968,DAVE,1.09B,Dave Inc.,Software - Application,Technology
969,CTBI,1.08B,"Community Trust Bancorp, Inc.",Banks - Regional,Financials
970,REAX,1.08B,The Real Brokerage Inc.,Real Estate Services,Real Estate
971,NYAX,1.08B,Nayax Ltd.,Information Technology Services,Technology
972,AVDL,1.08B,Avadel Pharmaceuticals plc,Drug Manufacturers - Specialty & Generic,Healthcare
973,BFC,1.07B,Bank First Corporation,Banks - Regional,Financials
974,ARRY,1.07B,"Array Technologies, Inc.",Solar,Technology
975,BASE,1.06B,"Couchbase, Inc.",Software - Infrastructure,Technology
976,GOGO,1.06B,Gogo Inc.,Telecom Services,Communication Services
977,CCB,1.06B,Coastal Financial Corporation,Banks - Regional,Financials
978,SDA,1.06B,SunCar Technology Group Inc.,Auto & Truck Dealerships,Consumer Discretionary
979,FSUN,1.05B,FirstSun Capital Bancorp,Banks - Regional,Financials
980,ETNB,1.05B,"89bio, Inc.",Biotechnology,Healthcare
981,TIGR,1.05B,UP Fintech Holding Limited,Capital Markets,Financials
982,PNTG,1.05B,"The Pennant Group, Inc.",Medical Care Facilities,Healthcare
983,BHRB,1.05B,Burke & Herbert Financial Services Corp.,Banks - Regional,Financials
984,NRDS,1.05B,"NerdWallet, Inc.",Internet Content & Information,Communication Services
985,BELFB,1.05B,Bel Fuse Inc.,Electronic Components,Technology
986,GCT,1.04B,GigaCloud Technology Inc.,Software - Infrastructure,Technology
987,CBLL,1.04B,"CeriBell, Inc.",Medical Devices,Healthcare
988,SEPN,1.03B,"Septerna, Inc.",Biotechnology,Healthcare
989,TRNS,1.03B,"Transcat, Inc.",Industrial Distribution,Industrials
990,FWRD,1.03B,Forward Air Corporation,Integrated Freight & Logistics,Industrials
991,VIR,1.02B,"Vir Biotechnology, Inc.",Biotechnology,Healthcare
992,PFC,1.02B,Premier Financial Corp.,Banks - Regional,Financials
993,FMBH,1.02B,"First Mid Bancshares, Inc.",Banks - Regional,Financials
994,MGPI,1.02B,"MGP Ingredients, Inc.",Beverages - Wineries & Distilleries,Consumer Staples
995,COGT,1.02B,"Cogent Biosciences, Inc.",Biotechnology,Healthcare
996,FIP,1.01B,FTAI Infrastructure Inc.,Conglomerates,Industrials
997,UPB,1.00B,"Upstream Bio, Inc.",Biotechnology,Healthcare
998,BITF,999.88M,Bitfarms Ltd.,Capital Markets,Financials
999,GYRE,998.11M,"Gyre Therapeutics, Inc.",Biotechnology,Healthcare
1000,JBSS,995.00M,"John B. Sanfilippo & Son, Inc.",Packaged Foods,Consumer Staples
1001,BCAX,993.09M,Bicara Therapeutics Inc.,Biotechnology,Healthcare
1002,COLL,992.98M,"Collegium Pharmaceutical, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare
1003,HSTM,989.40M,"HealthStream, Inc.",Health Information Services,Healthcare
1004,LENZ,986.73M,"LENZ Therapeutics, Inc.",Biotechnology,Healthcare
1005,VNET,985.11M,"VNET Group, Inc.",Information Technology Services,Technology
1006,ANGI,984.59M,Angi Inc.,Internet Content & Information,Communication Services
1007,HTLD,982.78M,"Heartland Express, Inc.",Trucking,Industrials
1008,ZYME,978.06M,Zymeworks Inc.,Biotechnology,Healthcare
1009,PAHC,977.76M,Phibro Animal Health Corporation,Drug Manufacturers - Specialty & Generic,Healthcare
1010,FBYD,976.39M,"Falcon's Beyond Global, Inc.",Conglomerates,Industrials
1011,AIOT,972.14M,"PowerFleet, Inc.",Software - Infrastructure,Technology
1012,TTGT,970.31M,"TechTarget, Inc.",Internet Content & Information,Communication Services
1013,MATW,965.20M,Matthews International Corporation,Conglomerates,Industrials
1014,EH,965.10M,EHang Holdings Limited,Aerospace & Defense,Industrials
1015,PENG,963.48M,"Penguin Solutions, Inc.",Information Technology Services,Technology
1016,EYE,962.32M,"National Vision Holdings, Inc.",Specialty Retail,Consumer Discretionary
1017,RDWR,960.84M,Radware Ltd.,Software - Infrastructure,Technology
1018,HSII,959.24M,"Heidrick & Struggles International, Inc.",Staffing & Employment Services,Industrials
1019,UXIN,954.76M,Uxin Limited,Auto & Truck Dealerships,Consumer Discretionary
1020,LQDA,952.16M,Liquidia Corporation,Biotechnology,Healthcare
1021,SCVL,949.45M,"Shoe Carnival, Inc.",Apparel Retail,Consumer Discretionary
1022,HIMX,940.02M,"Himax Technologies, Inc.",Semiconductors,Technology
1023,GDEN,932.58M,"Golden Entertainment, Inc.",Resorts & Casinos,Consumer Discretionary
1024,UVSP,930.54M,Univest Financial Corporation,Banks - Regional,Financials
1025,AVBP,926.67M,"ArriVent BioPharma, Inc.",Biotechnology,Healthcare
1026,HEPS,922.37M,D-Market Elektronik Hizmetler ve Ticaret A.S.,Internet Retail,Consumer Discretionary
1027,AVO,919.71M,"Mission Produce, Inc.",Food Distribution,Consumer Staples
1028,HFWA,914.63M,Heritage Financial Corporation,Banks - Regional,Financials
1029,QUBT,910.28M,Quantum Computing Inc.,Computer Hardware,Technology
1030,SLRC,907.79M,SLR Investment Corp.,Asset Management,Financials
1031,REPL,907.22M,"Replimune Group, Inc.",Biotechnology,Healthcare
1032,EGBN,906.05M,"Eagle Bancorp, Inc.",Banks - Regional,Financials
1033,IMTX,905.91M,Immatics N.V.,Biotechnology,Healthcare
1034,ERII,903.14M,"Energy Recovery, Inc.",Pollution & Treatment Controls,Industrials
1035,JACK,902.92M,Jack in the Box Inc.,Restaurants,Consumer Discretionary
1036,STKL,902.65M,SunOpta Inc.,Beverages - Non-Alcoholic,Consumer Staples
1037,MCBS,893.46M,"MetroCity Bankshares, Inc.",Banks - Regional,Financials
1038,CFFN,892.76M,"Capitol Federal Financial, Inc.",Banks - Regional,Financials
1039,MBUU,891.52M,"Malibu Boats, Inc.",Recreational Vehicles,Consumer Discretionary
1040,ASTE,886.76M,"Astec Industries, Inc.",Farm & Heavy Construction Machinery,Industrials
1041,CFB,884.95M,"CrossFirst Bankshares, Inc.",Banks - Regional,Financials
1042,FUFU,879.67M,BitFuFu Inc.,Capital Markets,Financials
1043,IPX,875.63M,IperionX Limited,Other Industrial Metals & Mining,Materials
1044,HCSG,874.36M,"Healthcare Services Group, Inc.",Medical Care Facilities,Healthcare
1045,NBBK,873.33M,"NB Bancorp, Inc.",Banks - Regional,Financials
1046,ABCL,871.33M,AbCellera Biologics Inc.,Biotechnology,Healthcare
1047,CGBD,865.41M,"Carlyle Secured Lending, Inc.",Asset Management,Financials
1048,HNST,865.24M,"The Honest Company, Inc.",Household & Personal Products,Consumer Staples
1049,CSIQ,864.76M,Canadian Solar Inc.,Solar,Technology
1050,CTKB,861.74M,"Cytek Biosciences, Inc.",Medical Devices,Healthcare
1051,HCKT,860.92M,"The Hackett Group, Inc.",Information Technology Services,Technology
1052,FCBC,858.39M,"First Community Bankshares, Inc.",Banks - Regional,Financials
1053,CAPR,855.74M,"Capricor Therapeutics, Inc.",Biotechnology,Healthcare
1054,TYRA,855.47M,"Tyra Biosciences, Inc.",Biotechnology,Healthcare
1055,BFST,855.23M,"Business First Bancshares, Inc.",Banks - Regional,Financials
1056,PRAA,855.17M,"PRA Group, Inc.",Credit Services,Financials
1057,KURA,852.29M,"Kura Oncology, Inc.",Biotechnology,Healthcare
1058,BJRI,849.00M,"BJ's Restaurants, Inc.",Restaurants,Consumer Discretionary
1059,OSBC,847.73M,"Old Second Bancorp, Inc.",Banks - Regional,Financials
1060,MNRO,846.67M,"Monro, Inc.",Auto Parts,Consumer Discretionary
1061,SHLS,845.16M,"Shoals Technologies Group, Inc.",Solar,Technology
1062,NNE,843.71M,NANO Nuclear Energy Inc.,Specialty Industrial Machinery,Industrials
1063,ATLC,840.26M,Atlanticus Holdings Corporation,Credit Services,Financials
1064,GLDD,839.56M,Great Lakes Dredge & Dock Corporation,Engineering & Construction,Industrials
1065,TRIN,839.41M,Trinity Capital Inc.,Asset Management,Financials
1066,PTLO,838.71M,Portillo's Inc.,Restaurants,Consumer Discretionary
1067,ARKO,837.03M,Arko Corp.,Specialty Retail,Consumer Discretionary
1068,TH,833.08M,Target Hospitality Corp.,Specialty Business Services,Industrials
1069,EMBC,831.48M,Embecta Corp.,Medical Instruments & Supplies,Healthcare
1070,CSTL,826.50M,"Castle Biosciences, Inc.",Diagnostics & Research,Healthcare
1071,MBWM,825.50M,Mercantile Bank Corporation,Banks - Regional,Financials
1072,GSM,824.82M,Ferroglobe PLC,Other Industrial Metals & Mining,Materials
1073,NBN,824.65M,Northeast Bank,Banks - Regional,Financials
1074,ADPT,823.49M,Adaptive Biotechnologies Corporation,Biotechnology,Healthcare
1075,PLRX,819.09M,"Pliant Therapeutics, Inc.",Biotechnology,Healthcare
1076,RAPP,816.75M,"Rapport Therapeutics, Inc.",Biotechnology,Healthcare
1077,IIIV,814.63M,"i3 Verticals, Inc.",Software - Infrastructure,Technology
1078,RLAY,813.48M,"Relay Therapeutics, Inc.",Biotechnology,Healthcare
1079,TIPT,813.38M,Tiptree Inc.,Insurance - Specialty,Financials
1080,NESR,813.21M,National Energy Services Reunited Corp.,Oil & Gas Equipment & Services,Energy
1081,IBCP,812.15M,Independent Bank Corporation,Banks - Regional,Financials
1082,HBNC,811.79M,"Horizon Bancorp, Inc.",Banks - Regional,Financials
1083,PRTA,811.44M,Prothena Corporation plc,Biotechnology,Healthcare
1084,ODP,811.38M,The ODP Corporation,Specialty Retail,Consumer Discretionary
1085,DJCO,808.56M,Daily Journal Corporation,Software - Application,Technology
1086,HAFC,805.20M,Hanmi Financial Corporation,Banks - Regional,Financials
1087,PCRX,804.34M,"Pacira BioSciences, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare
1088,SWIM,802.43M,"Latham Group, Inc.",Building Products & Equipment,Industrials
1089,EOLS,802.28M,"Evolus, Inc.",Drug Manufacturers - Specialty & Generic,Healthcare
1090,CRSR,799.39M,"Corsair Gaming, Inc.",Computer Hardware,Technology
1091,SEDG,797.97M,"SolarEdge Technologies, Inc.",Solar,Technology
1092,AUTL,793.04M,Autolus Therapeutics plc,Biotechnology,Healthcare
1093,CRON,792.59M,Cronos Group Inc.,Drug Manufacturers - Specialty & Generic,Healthcare
1094,CDMO,786.66M,"Avid Bioservices, Inc.",Biotechnology,Healthcare
1095,HBT,781.41M,"HBT Financial, Inc.",Banks - Regional,Financials
1096,ERAS,780.33M,"Erasca, Inc.",Biotechnology,Healthcare
1097,LQDT,778.88M,"Liquidity Services, Inc.",Internet Retail,Consumer Discretionary
1098,ORRF,777.38M,"Orrstown Financial Services, Inc.",Banks - Regional,Financials
1099,TCPC,774.60M,BlackRock TCP Capital Corp.,Asset Management,Financials
1100,AVXL,774.18M,Anavex Life Sciences Corp.,Biotechnology,Healthcare
1101,HAIN,773.87M,"The Hain Celestial Group, Inc.",Packaged Foods,Consumer Staples
1102,LPRO,773.39M,Open Lending Corporation,Credit Services,Financials
1103,PGY,773.38M,Pagaya Technologies Ltd.,Software - Infrastructure,Technology
1104,UFCS,772.17M,"United Fire Group, Inc.",Insurance - Property & Casualty,Financials
1105,RPAY,766.61M,Repay Holdings Corporation,Software - Infrastructure,Technology
1106,WEST,765.75M,Westrock Coffee Company,Packaged Foods,Consumer Staples
1107,GOOD,764.00M,Gladstone Commercial Corporation,REIT - Diversified,Real Estate
1108,PUBM,758.06M,"PubMatic, Inc.",Software - Application,Technology
1109,CRGX,755.78M,"CARGO Therapeutics, Inc.",Biotechnology,Healthcare
1110,SCHL,755.21M,Scholastic Corporation,Publishing,Communication Services
1111,SMBC,753.31M,"Southern Missouri Bancorp, Inc.",Banks - Regional,Financials
1112,CRESY,752.01M,"Cresud Sociedad Anónima, Comercial, Inmobiliaria, Financiera y Agropecuaria",Conglomerates,Industrials
1113,BVS,751.73M,Bioventus Inc.,Medical Devices,Healthcare
1114,SEAT,747.88M,Vivid Seats Inc.,Internet Content & Information,Communication Services
1115,GSBC,747.65M,"Great Southern Bancorp, Inc.",Banks - Regional,Financials
1116,SCWX,744.01M,SecureWorks Corp.,Software - Infrastructure,Technology
1117,SNCY,743.80M,"Sun Country Airlines Holdings, Inc.",Airlines,Industrials
1118,ANAB,733.33M,"AnaptysBio, Inc.",Biotechnology,Healthcare
1119,SHEN,731.67M,Shenandoah Telecommunications Company,Telecom Services,Communication Services
1120,CGEM,730.17M,"Cullinan Therapeutics, Inc.",Biotechnology,Healthcare
1121,IMOS,729.03M,ChipMOS TECHNOLOGIES INC.,Semiconductors,Technology
1122,OFIX,727.60M,Orthofix Medical Inc.,Medical Devices,Healthcare
1123,XCH,725.90M,XCHG Limited,Electrical Equipment & Parts,Industrials
1124,RCAT,725.22M,"Red Cat Holdings, Inc.",Computer Hardware,Technology
1125,GPRE,724.74M,Green Plains Inc.,Chemicals,Materials
1126,TRST,721.64M,TrustCo Bank Corp NY,Banks - Regional,Financials
1127,DMRC,721.62M,Digimarc Corporation,Information Technology Services,Technology
1128,CEVA,715.18M,"CEVA, Inc.",Semiconductors,Technology
1129,FDUS,714.24M,Fidus Investment Corporation,Asset Management,Financials
1130,FSBC,711.42M,Five Star Bancorp,Banks - Regional,Financials
1131,CCAP,710.84M,"Crescent Capital BDC, Inc.",Asset Management,Financials
1132,TECX,708.72M,"Tectonic Therapeutic, Inc.",Biotechnology,Healthcare
1133,RMR,706.97M,The RMR Group Inc.,Real Estate Services,Real Estate
